# SNR(D.sens)
# SNR dla f=1 (czestotliwosc bazowa)
# neuron-akceptor (bierny receptor)
# delay = ln(2) * T
# D             sens=0       sens=0.05
3.00E-006	      0.000	       15.210
5.00E-006	      27.204	     18.540
7.00E-006	      45.495	     25.062
8.00E-006	      60.424	     22.670
1.00E-005	      47.341	     18.841
2.00E-005	      41.596	     26.444
3.00E-005	      22.052	     17.955
5.00E-005	      15.023	     14.116


